P1,P2,P3,P4,P4.1,P5,P5.1,P5.2,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,Resultado
2,1,2,147600,1,1,0,0,5,0,11111,2,1,1,1,1,1,22,111,1,1,111,1,0,0,1,17,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,2,151200,1,1,0,0,5,0,11111,2,1,1,1,1,1,11,221,1,1,111,1,3,0,0,34,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,2,154800,1,1,0,0,7,0,11111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,41,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,2,158400,1,1,0,0,5,0,11111,2,1,1,1,1,1,21,221,1,1,111,1,3,0,0,37,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,2,162000,1,1,0,0,3,0,11111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,26,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,165600,1,1,1,0,4,0,21111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,24,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,169200,1,1,0,0,4,0,21111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,50,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,172800,1,1,0,0,5,0,21111,2,1,1,1,1,1,22,111,1,1,111,1,0,0,0,31,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,176400,1,1,0,0,5,0,21111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,36,1111111111,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,180000,1,1,0,0,5,0,21111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,54,1111111111,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,183600,1,1,0,0,6,0,21111,2,0,1,1,1,1,21,221,1,1,111,1,0,0,0,27,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,187200,1,1,1,0,5,0,21111,2,1,1,1,1,1,22,221,2,1,111,1,0,0,0,38,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,190800,1,1,0,0,6,0,21111,1,1,1,1,1,1,12,111,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,194400,1,1,0,0,6,0,21111,1,1,1,1,1,1,21,111,1,1,111,1,0,3,0,22,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,2,2,3600,1,1,0,3,8,0,21111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,12,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,201600,1,1,0,0,9,0,21111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,38,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,205200,1,1,0,0,6,0,21111,1,1,1,1,1,2,12,221,1,1,111,1,0,0,0,33,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,208800,1,1,0,0,5,0,21111,1,1,1,1,1,1,21,221,1,1,111,1,0,0,0,40,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,212400,1,1,0,0,7,0,21111,1,1,1,1,1,1,22,221,1,1,111,1,0,0,0,22,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,216000,1,1,0,0,5,0,21111,0,1,1,1,1,1,12,111,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1
2,1,3,219600,1,1,0,0,5,0,21111,0,1,1,1,1,1,21,111,1,1,111,1,0,0,0,17,1111111111,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,223200,1,1,0,0,5,0,21111,0,1,1,1,1,1,22,111,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,226800,1,1,0,2,7,0,21111,0,1,1,1,1,1,11,221,1,0,111,1,0,0,0,41,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,230400,1,1,0,0,6,0,21111,0,1,1,1,1,1,12,221,1,1,111,1,0,0,0,70,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,234000,1,0,0,0,6,0,21111,0,1,1,1,1,0,21,221,1,1,111,1,0,0,2,17,1111111111,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,237600,1,1,0,0,4,0,21111,0,1,1,1,1,1,22,221,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,241200,1,1,0,0,3,0,11111,0,1,1,1,1,1,12,111,1,1,111,1,0,0,0,29,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,244800,1,1,0,0,3,0,11111,0,1,1,1,1,1,21,111,1,1,111,1,0,0,0,54,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,248400,1,1,0,0,5,0,11111,0,1,1,1,1,1,22,111,1,1,111,1,0,0,0,40,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,252000,1,1,0,0,5,0,11111,0,1,1,1,1,1,11,221,1,1,111,1,0,0,0,46,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,255600,1,1,0,0,5,0,11111,0,1,1,1,1,1,12,221,2,2,111,1,0,0,0,69,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,16200,1,1,0,0,13,0,11111,0,1,1,1,1,1,21,221,1,1,111,1,0,0,0,33,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,19800,1,1,0,0,12,0,11111,0,0,1,1,1,1,22,221,1,1,111,1,0,0,0,50,1111111111,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
2,1,3,23400,1,1,0,0,7,0,11111,1,1,1,1,1,1,12,111,1,1,111,1,0,0,0,30,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,27000,2,1,0,0,12,0,11111,1,1,1,1,1,1,21,111,1,1,111,1,0,0,0,17,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,30600,1,1,0,0,11,0,11111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,22,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,34200,2,1,0,0,12,0,11111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,16,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,37800,1,0,0,0,7,0,11111,1,1,1,1,1,1,12,221,1,1,111,1,0,0,0,31,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,41400,2,1,0,0,14,0,11111,1,1,1,1,1,1,21,221,1,1,111,1,0,0,0,30,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,45000,1,1,0,0,6,0,11111,1,1,1,1,1,1,22,221,1,1,111,1,0,0,0,16,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,48600,1,1,1,0,4,0,11111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,16,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,52200,1,1,0,0,3,0,11111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,49,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,55800,1,1,0,0,3,0,11111,2,1,1,1,3,1,22,111,1,1,111,1,4,0,0,41,1111111111,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1
2,1,3,59400,1,1,0,0,5,0,11111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,21,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,63000,1,1,0,0,5,0,11111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,33,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,66600,1,1,0,0,5,0,11111,2,2,1,1,1,1,21,221,1,1,111,1,0,0,0,30,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,3,70200,1,1,0,0,2,0,11111,2,1,1,1,1,1,22,221,1,1,111,1,6,4,0,64,1111111111,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,73800,1,1,0,0,2,0,21111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,27,1111111111,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
2,1,0,77400,1,1,0,0,9,0,21111,2,1,1,1,1,1,21,111,2,1,111,1,0,0,0,17,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,81000,1,1,0,0,4,0,21111,2,1,1,1,1,1,22,111,1,1,111,1,0,0,0,27,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,84600,1,1,0,0,13,0,21111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,48,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,88200,1,1,0,0,14,0,21111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,32,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,91800,1,1,0,3,6,0,21111,2,1,1,1,1,1,21,221,1,1,111,1,0,0,0,24,1111111111,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,95400,1,1,0,0,12,0,21111,2,1,1,1,1,1,22,221,1,1,111,1,0,1,0,25,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,99000,1,1,0,0,2,0,21111,1,1,1,1,1,1,12,111,1,1,111,1,7,0,0,50,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,102600,1,1,0,0,5,0,21111,1,1,3,1,1,1,21,111,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
2,1,0,106200,1,1,0,0,10,0,21111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,52,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,109800,1,1,0,0,11,0,21111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
2,1,0,113400,1,1,0,0,6,0,21111,1,1,1,1,1,1,12,221,1,0,111,1,1,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,117000,0,1,0,0,4,0,21111,1,1,1,1,1,1,21,221,1,1,111,1,1,1,0,43,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,120600,0,1,0,0,3,0,21111,1,1,1,1,1,1,22,221,1,1,111,1,1,1,0,51,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,124200,0,1,0,0,3,0,21111,0,1,1,1,1,1,12,111,1,1,111,1,1,1,0,28,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,127800,0,1,0,0,5,0,21111,0,1,1,1,1,1,21,111,1,1,111,1,1,1,0,22,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,131400,0,1,0,0,5,0,21111,0,1,1,1,1,0,22,111,1,1,111,1,1,1,0,47,1111111111,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1
2,1,0,135000,0,1,0,0,5,0,21111,0,1,1,1,1,1,11,221,1,1,111,1,1,1,0,44,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,138600,0,1,0,0,2,0,21111,0,1,1,1,1,1,12,221,1,1,111,1,1,1,3,49,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,142200,0,1,0,0,4,0,21111,0,1,1,1,1,1,21,221,1,1,111,1,1,1,0,43,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,145800,0,1,0,0,1,0,21111,0,1,1,1,1,1,22,221,2,1,111,1,0,1,0,43,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,149400,0,0,0,0,4,0,11111,2,1,1,1,1,1,12,111,1,1,111,1,0,1,0,16,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,153000,0,0,0,0,1,0,11111,2,1,1,1,1,1,21,111,1,1,111,1,0,1,0,21,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,156600,0,1,0,0,1,0,11111,2,1,1,1,1,1,22,111,1,1,111,1,0,1,0,35,1111111111,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,160200,0,1,0,0,1,0,11111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,25,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,163800,0,0,1,0,7,0,11111,2,1,1,1,1,1,12,221,1,1,111,0,0,0,0,39,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,167400,0,1,0,0,8,0,11111,2,1,1,1,1,1,21,221,1,1,111,1,0,0,0,38,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1,0,171000,0,1,0,0,8,0,11111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,0,174600,0,1,0,0,9,0,21111,2,0,1,1,1,1,12,111,1,1,111,1,0,0,0,43,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,0,178200,0,1,0,0,5,0,21111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,0,181800,0,1,0,0,1,0,21111,2,1,1,1,3,1,22,111,1,1,111,1,0,0,0,28,1111111111,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,0,185400,0,1,0,0,1,0,21111,2,1,1,1,1,1,11,221,1,1,111,1,5,0,0,57,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,0,189000,0,1,0,0,1,0,21111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,58,1111111111,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2,0,0,192600,1,1,0,0,1,0,21111,2,1,1,1,1,1,21,221,1,1,111,1,0,0,0,26,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,0,196200,1,1,0,0,5,0,21111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
2,0,2,199800,1,1,0,0,5,0,21111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,27,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,203400,1,1,0,0,8,0,21111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,42,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,207000,1,1,0,0,7,0,21111,2,1,1,1,1,1,22,111,1,0,111,1,0,0,0,39,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,210600,1,1,0,0,7,0,21111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,23,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,214200,1,1,0,0,8,0,21111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,77,1111111111,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,217800,1,1,0,0,9,0,21111,2,1,1,1,1,1,21,221,2,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,221400,1,1,0,0,3,0,21111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,47,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,225000,1,1,0,0,3,0,21111,1,1,1,1,1,1,12,111,1,1,111,1,0,0,0,48,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,228600,1,1,0,0,2,0,21111,1,1,1,1,1,1,21,111,1,1,111,1,0,0,0,52,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,232200,1,1,0,0,3,0,21111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,42,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,235800,1,1,0,0,5,0,21111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,18,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,239400,1,1,0,0,6,0,21111,1,1,1,1,1,1,12,221,1,1,111,1,0,3,0,35,1111111111,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
2,0,2,243000,1,1,0,0,7,0,21111,1,1,1,1,1,1,21,221,1,1,111,1,0,0,0,25,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,246600,1,1,0,0,6,0,21111,1,1,1,1,1,1,22,221,1,1,111,1,0,0,0,45,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,250200,1,1,0,0,5,0,21111,0,1,1,1,1,1,12,111,1,1,111,1,0,0,0,17,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,253800,1,1,0,0,4,0,21111,0,1,1,1,1,1,21,111,1,1,111,1,0,3,4,29,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,257400,1,1,0,0,3,0,21111,0,1,1,1,1,1,22,111,1,2,111,1,0,0,0,26,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,17100,1,1,0,0,10,0,21111,0,1,1,1,1,1,11,221,1,1,111,1,0,0,0,26,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,27900,2,1,0,0,4,0,21111,0,1,1,1,1,1,12,221,1,1,111,1,0,0,0,29,1111111111,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,38700,1,1,0,0,13,0,21111,0,1,1,1,1,1,21,221,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,49500,1,1,0,0,3,0,21111,0,1,1,0,1,1,22,221,1,1,111,1,0,0,0,30,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,60300,0,1,0,0,5,0,11111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,30,1111111111,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,71100,1,1,0,0,1,0,11111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,32,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,81900,1,1,0,0,1,0,11111,2,1,1,1,1,1,22,111,1,1,111,1,0,0,0,50,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,92700,1,1,1,1,1,0,11111,2,1,1,1,1,1,11,221,2,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,103500,1,1,0,0,9,0,11111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,57,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,114300,0,1,0,0,10,0,11111,2,1,1,1,1,1,21,221,1,1,111,1,5,0,0,30,1111111111,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2,0,2,125100,0,1,0,0,4,0,11111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,45,1111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
