P1,P2,P3,P4,P4.1,P5,P5.1,P5.2,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,Resultado
2,2,1,1:30:00,1,1,0,0,6,0:00:00,11111,0,1,1,1,1,1,22,221,1,1,111,1,0,1,0,13,1111111111,2,1,1,1,1,0,1,1,1,,,,,,,1
2,1,2,29:00:00,1,1,0,0,5,0:00:00,11111,0,1,1,1,1,1,12,221,1,1,111,1,0,1,0,36,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,30:00:00,1,0,0,0,7,0:00:00,11111,0,1,1,1,1,1,21,221,1,1,111,1,0,1,0,31,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,31:00:00,1,1,0,0,1,0:00:00,11111,0,1,1,1,1,1,22,221,2,1,111,1,0,0,0,67,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,32:00:00,1,1,0,0,2,0:00:00,11111,1,1,1,1,1,1,12,111,1,1,111,1,0,0,0,17,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,33:00:00,1,1,0,0,3,0:00:00,11111,1,1,1,1,1,1,21,111,1,0,111,1,0,0,0,46,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,34:00:00,1,1,0,0,4,0:00:00,11111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,51,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,35:00:00,1,1,0,0,1,0:00:00,11111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,17,1111111111,2,1,1,1,1,1,0,1,1,,,,,,,1
2,1,2,36:00:00,1,1,0,0,3,0:00:00,11111,1,1,1,1,1,1,12,221,1,1,111,1,0,0,0,22,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,37:00:00,1,1,0,0,4,0:00:00,11111,1,1,1,0,1,1,21,221,1,1,111,1,0,0,0,48,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,38:00:00,1,1,0,0,3,0:00:00,11111,1,1,1,1,1,1,22,221,1,1,111,1,0,0,0,22,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,39:00:00,1,1,0,0,3,0:00:00,11111,2,2,1,1,1,1,12,111,1,1,111,0,0,0,0,68,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,40:00:00,1,1,0,0,5,0:00:00,11111,2,1,0,1,1,1,21,111,1,1,111,1,0,0,0,43,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,41:00:00,1,1,0,0,5,0:00:00,11111,2,1,1,1,1,1,22,111,1,1,111,1,0,0,1,17,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,42:00:00,1,1,0,0,5,0:00:00,11111,2,1,1,1,1,1,11,221,1,1,111,1,3,0,0,34,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,43:00:00,1,1,0,0,7,0:00:00,11111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,41,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,44:00:00,1,1,0,0,5,0:00:00,11111,2,1,1,1,1,1,21,221,1,1,111,1,3,0,0,37,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,2,45:00:00,1,1,0,0,3,0:00:00,11111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,26,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,46:00:00,1,1,1,0,4,0:00:00,21111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,24,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,47:00:00,1,1,0,0,4,0:00:00,21111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,50,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,48:00:00,1,1,0,0,5,0:00:00,21111,2,1,1,1,1,1,22,111,1,1,111,1,0,0,0,31,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,49:00:00,1,1,0,0,5,0:00:00,21111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,36,1111111111,1,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,50:00:00,1,1,0,0,5,0:00:00,21111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,54,1111111111,2,2,1,1,1,1,1,1,1,,,,,,,1
2,1,3,51:00:00,1,1,0,0,6,0:00:00,21111,2,0,1,1,1,1,21,221,1,1,111,1,0,0,0,27,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,52:00:00,1,1,1,0,5,0:00:00,21111,2,1,1,1,1,1,22,221,2,1,111,1,0,0,0,38,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,53:00:00,1,1,0,0,6,0:00:00,21111,1,1,1,1,1,1,12,111,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,54:00:00,1,1,0,0,6,0:00:00,21111,1,1,1,1,1,1,21,111,1,1,111,1,0,3,0,22,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,2,2,1:00:00,1,1,0,3,8,0:00:00,21111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,12,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,56:00:00,1,1,0,0,9,0:00:00,21111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,38,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,57:00:00,1,1,0,0,6,0:00:00,21111,1,1,1,1,1,2,12,221,1,1,111,1,0,0,0,33,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,58:00:00,1,1,0,0,5,0:00:00,21111,1,1,1,1,1,1,21,221,1,1,111,1,0,0,0,40,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,59:00:00,1,1,0,0,7,0:00:00,21111,1,1,1,1,1,1,22,221,1,1,111,1,0,0,0,22,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,60:00:00,1,1,0,0,5,0:00:00,21111,0,1,1,1,1,1,12,111,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,2,1,1,1,1,,,,,,,1
2,1,3,61:00:00,1,1,0,0,5,0:00:00,21111,0,1,1,1,1,1,21,111,1,1,111,1,0,0,0,17,1111111111,2,1,1,0,1,1,1,1,1,,,,,,,1
2,1,3,62:00:00,1,1,0,0,5,0:00:00,21111,0,1,1,1,1,1,22,111,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,63:00:00,1,1,0,2,7,0:00:00,21111,0,1,1,1,1,1,11,221,1,0,111,1,0,0,0,41,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,64:00:00,1,1,0,0,6,0:00:00,21111,0,1,1,1,1,1,12,221,1,1,111,1,0,0,0,70,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,65:00:00,1,0,0,0,6,0:00:00,21111,0,1,1,1,1,0,21,221,1,1,111,1,0,0,2,17,1111111111,0,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,66:00:00,1,1,0,0,4,0:00:00,21111,0,1,1,1,1,1,22,221,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,67:00:00,1,1,0,0,3,0:00:00,11111,0,1,1,1,1,1,12,111,1,1,111,1,0,0,0,29,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,68:00:00,1,1,0,0,3,0:00:00,11111,0,1,1,1,1,1,21,111,1,1,111,1,0,0,0,54,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,69:00:00,1,1,0,0,5,0:00:00,11111,0,1,1,1,1,1,22,111,1,1,111,1,0,0,0,40,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,70:00:00,1,1,0,0,5,0:00:00,11111,0,1,1,1,1,1,11,221,1,1,111,1,0,0,0,46,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,71:00:00,1,1,0,0,5,0:00:00,11111,0,1,1,1,1,1,12,221,2,2,111,1,0,0,0,69,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,4:30:00,1,1,0,0,13,0:00:00,11111,0,1,1,1,1,1,21,221,1,1,111,1,0,0,0,33,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,5:30:00,1,1,0,0,12,0:00:00,11111,0,0,1,1,1,1,22,221,1,1,111,1,0,0,0,50,1111111111,2,1,1,1,0,1,1,1,1,,,,,,,1
2,1,3,6:30:00,1,1,0,0,7,0:00:00,11111,1,1,1,1,1,1,12,111,1,1,111,1,0,0,0,30,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,7:30:00,2,1,0,0,12,0:00:00,11111,1,1,1,1,1,1,21,111,1,1,111,1,0,0,0,17,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,8:30:00,1,1,0,0,11,0:00:00,11111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,22,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,9:30:00,2,1,0,0,12,0:00:00,11111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,16,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,10:30:00,1,0,0,0,7,0:00:00,11111,1,1,1,1,1,1,12,221,1,1,111,1,0,0,0,31,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,11:30:00,2,1,0,0,14,0:00:00,11111,1,1,1,1,1,1,21,221,1,1,111,1,0,0,0,30,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,12:30:00,1,1,0,0,6,0:00:00,11111,1,1,1,1,1,1,22,221,1,1,111,1,0,0,0,16,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,13:30:00,1,1,1,0,4,0:00:00,11111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,16,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,14:30:00,1,1,0,0,3,0:00:00,11111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,49,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,15:30:00,1,1,0,0,3,0:00:00,11111,2,1,1,1,3,1,22,111,1,1,111,1,4,0,0,41,1111111111,2,1,1,1,1,2,1,1,1,,,,,,,1
2,1,3,16:30:00,1,1,0,0,5,0:00:00,11111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,21,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,17:30:00,1,1,0,0,5,0:00:00,11111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,33,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,18:30:00,1,1,0,0,5,0:00:00,11111,2,2,1,1,1,1,21,221,1,1,111,1,0,0,0,30,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,3,19:30:00,1,1,0,0,2,0:00:00,11111,2,1,1,1,1,1,22,221,1,1,111,1,6,4,0,64,1111111111,0,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,20:30:00,1,1,0,0,2,0:00:00,21111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,27,1111111111,2,1,1,1,1,1,0,1,1,,,,,,,1
2,1,0,21:30:00,1,1,0,0,9,0:00:00,21111,2,1,1,1,1,1,21,111,2,1,111,1,0,0,0,17,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,22:30:00,1,1,0,0,4,0:00:00,21111,2,1,1,1,1,1,22,111,1,1,111,1,0,0,0,27,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,23:30:00,1,1,0,0,13,0:00:00,21111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,48,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,24:30:00,1,1,0,0,14,0:00:00,21111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,32,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,25:30:00,1,1,0,3,6,0:00:00,21111,2,1,1,1,1,1,21,221,1,1,111,1,0,0,0,24,1111111111,2,0,1,1,1,1,1,1,1,,,,,,,1
2,1,0,26:30:00,1,1,0,0,12,0:00:00,21111,2,1,1,1,1,1,22,221,1,1,111,1,0,1,0,25,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,27:30:00,1,1,0,0,2,0:00:00,21111,1,1,1,1,1,1,12,111,1,1,111,1,7,0,0,50,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,28:30:00,1,1,0,0,5,0:00:00,21111,1,1,3,1,1,1,21,111,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,0,1,1,,,,,,,1
2,1,0,29:30:00,1,1,0,0,10,0:00:00,21111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,52,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,30:30:00,1,1,0,0,11,0:00:00,21111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,1,0,1,,,,,,,1
2,1,0,31:30:00,1,1,0,0,6,0:00:00,21111,1,1,1,1,1,1,12,221,1,0,111,1,1,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,32:30:00,0,1,0,0,4,0:00:00,21111,1,1,1,1,1,1,21,221,1,1,111,1,1,1,0,43,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,33:30:00,0,1,0,0,3,0:00:00,21111,1,1,1,1,1,1,22,221,1,1,111,1,1,1,0,51,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,34:30:00,0,1,0,0,3,0:00:00,21111,0,1,1,1,1,1,12,111,1,1,111,1,1,1,0,28,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,35:30:00,0,1,0,0,5,0:00:00,21111,0,1,1,1,1,1,21,111,1,1,111,1,1,1,0,22,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,36:30:00,0,1,0,0,5,0:00:00,21111,0,1,1,1,1,0,22,111,1,1,111,1,1,1,0,47,1111111111,2,2,1,1,1,1,1,1,0,,,,,,,1
2,1,0,37:30:00,0,1,0,0,5,0:00:00,21111,0,1,1,1,1,1,11,221,1,1,111,1,1,1,0,44,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,38:30:00,0,1,0,0,2,0:00:00,21111,0,1,1,1,1,1,12,221,1,1,111,1,1,1,3,49,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,39:30:00,0,1,0,0,4,0:00:00,21111,0,1,1,1,1,1,21,221,1,1,111,1,1,1,0,43,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,40:30:00,0,1,0,0,1,0:00:00,21111,0,1,1,1,1,1,22,221,2,1,111,1,0,1,0,43,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,41:30:00,0,0,0,0,4,0:00:00,11111,2,1,1,1,1,1,12,111,1,1,111,1,0,1,0,16,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,42:30:00,0,0,0,0,1,0:00:00,11111,2,1,1,1,1,1,21,111,1,1,111,1,0,1,0,21,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,43:30:00,0,1,0,0,1,0:00:00,11111,2,1,1,1,1,1,22,111,1,1,111,1,0,1,0,35,1111111111,2,0,1,1,1,1,1,1,1,,,,,,,1
2,1,0,44:30:00,0,1,0,0,1,0:00:00,11111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,25,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,45:30:00,0,0,1,0,7,0:00:00,11111,2,1,1,1,1,1,12,221,1,1,111,0,0,0,0,39,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,46:30:00,0,1,0,0,8,0:00:00,11111,2,1,1,1,1,1,21,221,1,1,111,1,0,0,0,38,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,1,0,47:30:00,0,1,0,0,8,0:00:00,11111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,0,48:30:00,0,1,0,0,9,0:00:00,21111,2,0,1,1,1,1,12,111,1,1,111,1,0,0,0,43,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,0,49:30:00,0,1,0,0,5,0:00:00,21111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,0,50:30:00,0,1,0,0,1,0:00:00,21111,2,1,1,1,3,1,22,111,1,1,111,1,0,0,0,28,1111111111,1,1,1,1,1,1,1,1,1,,,,,,,1
2,0,0,51:30:00,0,1,0,0,1,0:00:00,21111,2,1,1,1,1,1,11,221,1,1,111,1,5,0,0,57,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,0,52:30:00,0,1,0,0,1,0:00:00,21111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,58,1111111111,2,1,2,1,1,1,1,1,0,,,,,,,1
2,0,0,53:30:00,1,1,0,0,1,0:00:00,21111,2,1,1,1,1,1,21,221,1,1,111,1,0,0,0,26,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,0,54:30:00,1,1,0,0,5,0:00:00,21111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,0,1,1,,,,,,,1
2,0,2,55:30:00,1,1,0,0,5,0:00:00,21111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,27,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,56:30:00,1,1,0,0,8,0:00:00,21111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,42,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,57:30:00,1,1,0,0,7,0:00:00,21111,2,1,1,1,1,1,22,111,1,0,111,1,0,0,0,39,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,58:30:00,1,1,0,0,7,0:00:00,21111,2,1,1,1,1,1,11,221,1,1,111,1,0,0,0,23,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,59:30:00,1,1,0,0,8,0:00:00,21111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,77,1111111111,2,0,1,1,1,1,1,1,1,,,,,,,1
2,0,2,60:30:00,1,1,0,0,9,0:00:00,21111,2,1,1,1,1,1,21,221,2,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,61:30:00,1,1,0,0,3,0:00:00,21111,2,1,1,1,1,1,22,221,1,1,111,1,0,0,0,47,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,62:30:00,1,1,0,0,3,0:00:00,21111,1,1,1,1,1,1,12,111,1,1,111,1,0,0,0,48,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,63:30:00,1,1,0,0,2,0:00:00,21111,1,1,1,1,1,1,21,111,1,1,111,1,0,0,0,52,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,64:30:00,1,1,0,0,3,0:00:00,21111,1,1,1,1,1,1,22,111,1,1,111,1,0,0,0,42,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,65:30:00,1,1,0,0,5,0:00:00,21111,1,1,1,1,1,1,11,221,1,1,111,1,0,0,0,18,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,66:30:00,1,1,0,0,6,0:00:00,21111,1,1,1,1,1,1,12,221,1,1,111,1,0,3,0,35,1111111111,2,1,1,1,1,0,1,1,1,,,,,,,1
2,0,2,67:30:00,1,1,0,0,7,0:00:00,21111,1,1,1,1,1,1,21,221,1,1,111,1,0,0,0,25,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,68:30:00,1,1,0,0,6,0:00:00,21111,1,1,1,1,1,1,22,221,1,1,111,1,0,0,0,45,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,69:30:00,1,1,0,0,5,0:00:00,21111,0,1,1,1,1,1,12,111,1,1,111,1,0,0,0,17,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,70:30:00,1,1,0,0,4,0:00:00,21111,0,1,1,1,1,1,21,111,1,1,111,1,0,3,4,29,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,71:30:00,1,1,0,0,3,0:00:00,21111,0,1,1,1,1,1,22,111,1,2,111,1,0,0,0,26,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,4:45:00,1,1,0,0,10,0:00:00,21111,0,1,1,1,1,1,11,221,1,1,111,1,0,0,0,26,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,7:45:00,2,1,0,0,4,0:00:00,21111,0,1,1,1,1,1,12,221,1,1,111,1,0,0,0,29,1111111111,0,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,10:45:00,1,1,0,0,13,0:00:00,21111,0,1,1,1,1,1,21,221,1,1,111,1,0,0,0,28,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,13:45:00,1,1,0,0,3,0:00:00,21111,0,1,1,0,1,1,22,221,1,1,111,1,0,0,0,30,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,16:45:00,0,1,0,0,5,0:00:00,11111,2,1,1,1,1,1,12,111,1,1,111,1,0,0,0,30,1111111111,2,0,1,1,1,1,1,1,1,,,,,,,1
2,0,2,19:45:00,1,1,0,0,1,0:00:00,11111,2,1,1,1,1,1,21,111,1,1,111,1,0,0,0,32,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,22:45:00,1,1,0,0,1,0:00:00,11111,2,1,1,1,1,1,22,111,1,1,111,1,0,0,0,50,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,25:45:00,1,1,1,1,1,0:00:00,11111,2,1,1,1,1,1,11,221,2,1,111,1,0,0,0,35,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
2,0,2,28:45:00,1,1,0,0,9,0:00:00,11111,2,1,1,1,1,1,12,221,1,1,111,1,0,0,0,57,1111111111,2,1,1,1,1,1,1,1,1,,,,,,,1
